"ES.ID","lnVR.es","lnCVR.sv","direction","SE","parental","Study.ID","Study.name","Source","Cross.ID","Genus","spL.name","spS.name","species.pair","homologous","trait.type","Mn.spL","SD.spL","SE.spL","Mn.hybLS","SD.hybLS","SE.hybLS","Mn.hybSL","SD.hybSL","SE.hybSL","Mn.spS","SD.spS","SE.spS","Parents.spLF.spL","Parents.spLM.spL","Parents.spLF.hybLS","Parents.spLM.hybSL","Parents.spSF.hybSL","Parents.spSM.hybLS","Parents.spSF.spS","Parents.spSM.spS","N.spL","N.hybLS","N.hybSL","N.spS","reps.spL","reps.hybLS","reps.hybSL","reps.spS","Pheno.divergence","Reciprocal","Distribution","Source_distribution","taxa","souce_sex.determinaton","sex.determination","Hetero.sex","Genet.divergence","Survival.spL","Survival.hybLS","Survival.hybSL","Survival.spS","surv.relat.hybLS","surv.relat.hybSL","surv.File","surv.Source","surv.Study.name","comments","parentals","Novelty","sp1.name","sp2.name","Survival.sp1","Survival.hyb12","Survival.hyb21","Survival.sp2","surv.relat.hyb12","surv.relat.hyb21","insect"
"ES082",0.223316882639394,0.042483660130719,"+",0.246826829897687,"Mother","s15","Gottsberger&Mayer_2007","table1","Chorthippus_biguttulus_Chorthippus_brunneus","Chorthippus","Chorthippus_biguttulus","Chorthippus_brunneus","Chorthippus_biguttulus_Chorthippus_brunneus","Yes","sound",2.06,0.57,NA,1.74,0.45,NA,1.94,0.39,NA,1.66,0.54,NA,NA,NA,"6","6","3","3",NA,NA,35,19,18,22,NA,NA,NA,NA,-0.418462214307188,"Viable","Overlap","original study","Orthoptera","Castillo Elio Rodrigo Dardo Andrea Marti and Claudio Juan Bidau. Sex and neo-sex chromosomes in Orthoptera: a review. Journal of Orthoptera Research (2010): 213-231.","X0/XY","Male",2.05741683731024,"0.59322033898305082","0.5","0.72368421052631582","0.35294117647058826",0.0553419893520076,0.425089014858093,"Perdeck_1958_Grasshopper","table7",NA,NA,"wild but caught in juvenile stage",0,NA,NA,NA,NA,NA,NA,NA,NA,"insect"
"ES083",0.399862867211806,0.0532212885154062,"+",0.286786860477274,"Mother","s15","Gottsberger&Mayer_2007","table1","Chorthippus_biguttulus_Chorthippus_brunneus","Chorthippus","Chorthippus_brunneus","Chorthippus_biguttulus","Chorthippus_biguttulus_Chorthippus_brunneus","Yes","sound",7.8,2.4,NA,5.9,1.6,NA,4.7,1.7,NA,3.2,0.9,NA,NA,NA,"3","3","6","6",NA,NA,22,18,19,35,NA,NA,NA,NA,0.619736449049044,"Viable","Overlap","original study","Orthoptera","Castillo Elio Rodrigo Dardo Andrea Marti and Claudio Juan Bidau. Sex and neo-sex chromosomes in Orthoptera: a review. Journal of Orthoptera Research (2010): 213-231.","X0/XY","Male",2.05741683731024,"0.35294117647058826","0.72368421052631582","0.5","0.59322033898305082",0.425089014858093,0.0553419893520076,"Perdeck_1958_Grasshopper","table7",NA,NA,"wild but caught in juvenile stage",0,NA,NA,NA,NA,NA,NA,NA,NA,"insect"
"ES084",1.33066285127626,0.042483660130719,"+",0.246826829897687,"Mother","s15","Gottsberger&Mayer_2007","table1","Chorthippus_biguttulus_Chorthippus_brunneus","Chorthippus","Chorthippus_biguttulus","Chorthippus_brunneus","Chorthippus_biguttulus_Chorthippus_brunneus","Yes","sound",32.5,6.9,NA,3.4,1.8,NA,2,0.7,NA,5.3,1,NA,NA,NA,"6","6","3","3",NA,NA,35,19,18,22,NA,NA,NA,NA,2.03852306801595,"Viable","Overlap","original study","Orthoptera","Castillo Elio Rodrigo Dardo Andrea Marti and Claudio Juan Bidau. Sex and neo-sex chromosomes in Orthoptera: a review. Journal of Orthoptera Research (2010): 213-231.","X0/XY","Male",2.05741683731024,"0.59322033898305082","0.5","0.72368421052631582","0.35294117647058826",0.0553419893520076,0.425089014858093,"Perdeck_1958_Grasshopper","table7",NA,NA,"wild but caught in juvenile stage",0,NA,NA,NA,NA,NA,NA,NA,NA,"insect"
"ES085",-3.53353269791381,0.042483660130719,"+",0.246826829897687,"Mother","s15","Gottsberger&Mayer_2007","table1","Chorthippus_biguttulus_Chorthippus_brunneus","Chorthippus","Chorthippus_biguttulus","Chorthippus_brunneus","Chorthippus_biguttulus_Chorthippus_brunneus","Yes","sound",6.2,0.5,NA,20.2,16.9,NA,32,10.5,NA,3.1,0.1,NA,NA,NA,"6","6","3","3",NA,NA,35,19,18,22,NA,NA,NA,NA,0.31550429873066,"Viable","Overlap","original study","Orthoptera","Castillo Elio Rodrigo Dardo Andrea Marti and Claudio Juan Bidau. Sex and neo-sex chromosomes in Orthoptera: a review. Journal of Orthoptera Research (2010): 213-231.","X0/XY","Male",2.05741683731024,"0.59322033898305082","0.5","0.72368421052631582","0.35294117647058826",0.0553419893520076,0.425089014858093,"Perdeck_1958_Grasshopper","table7",NA,NA,"wild but caught in juvenile stage",1,NA,NA,NA,NA,NA,NA,NA,NA,"insect"
"ES086",-3.1214948957315,0.042483660130719,"+",0.246826829897687,"Mother","s15","Gottsberger&Mayer_2007","table1","Chorthippus_biguttulus_Chorthippus_brunneus","Chorthippus","Chorthippus_biguttulus","Chorthippus_brunneus","Chorthippus_biguttulus_Chorthippus_brunneus","Yes","sound",60.1,7,NA,193.8,156.7,NA,257.7,106.8,NA,29.6,4.5,NA,NA,NA,"6","6","3","3",NA,NA,35,19,18,22,NA,NA,NA,NA,0.338708285078775,"Viable","Overlap","original study","Orthoptera","Castillo Elio Rodrigo Dardo Andrea Marti and Claudio Juan Bidau. Sex and neo-sex chromosomes in Orthoptera: a review. Journal of Orthoptera Research (2010): 213-231.","X0/XY","Male",2.05741683731024,"0.59322033898305082","0.5","0.72368421052631582","0.35294117647058826",0.0553419893520076,0.425089014858093,"Perdeck_1958_Grasshopper","table7",NA,NA,"wild but caught in juvenile stage",1,NA,NA,NA,NA,NA,NA,NA,NA,"insect"
"ES087",1.0240171762848,0.0532212885154062,"+",0.286786860477274,"Mother","s15","Gottsberger&Mayer_2007","table1","Chorthippus_biguttulus_Chorthippus_brunneus","Chorthippus","Chorthippus_brunneus","Chorthippus_biguttulus","Chorthippus_biguttulus_Chorthippus_brunneus","Yes","sound",8.8,1.4,NA,8,0.5,NA,7.9,0.4,NA,8.6,1.2,NA,NA,NA,"3","3","6","6",NA,NA,22,18,19,35,NA,NA,NA,NA,-0.715117415272314,"Viable","Overlap","original study","Orthoptera","Castillo Elio Rodrigo Dardo Andrea Marti and Claudio Juan Bidau. Sex and neo-sex chromosomes in Orthoptera: a review. Journal of Orthoptera Research (2010): 213-231.","X0/XY","Male",2.05741683731024,"0.35294117647058826","0.72368421052631582","0.5","0.59322033898305082",0.425089014858093,0.0553419893520076,"Perdeck_1958_Grasshopper","table7",NA,NA,"wild but caught in juvenile stage",0,NA,NA,NA,NA,NA,NA,NA,NA,"insect"
"ES088",-0.452914458940023,0.0532212885154062,"+",0.286786860477274,"Mother","s15","Gottsberger&Mayer_2007","table1","Chorthippus_biguttulus_Chorthippus_brunneus","Chorthippus","Chorthippus_brunneus","Chorthippus_biguttulus","Chorthippus_biguttulus_Chorthippus_brunneus","Yes","sound",131.9,15.6,NA,165,24.4,NA,159.6,28,NA,85.9,15.2,NA,NA,NA,"3","3","6","6",NA,NA,22,18,19,35,NA,NA,NA,NA,-0.0909371769514392,"Viable","Overlap","original study","Orthoptera","Castillo Elio Rodrigo Dardo Andrea Marti and Claudio Juan Bidau. Sex and neo-sex chromosomes in Orthoptera: a review. Journal of Orthoptera Research (2010): 213-231.","X0/XY","Male",2.05741683731024,"0.35294117647058826","0.72368421052631582","0.5","0.59322033898305082",0.425089014858093,0.0553419893520076,"Perdeck_1958_Grasshopper","table7",NA,NA,"wild but caught in juvenile stage",1,NA,NA,NA,NA,NA,NA,NA,NA,"insect"
"ES089",0.17807828544724,0.180555555555556,"+",0.468320982069382,"Mother","s16","Bentrey&Hoy_1972","table1","Teleogryllus_commodus_Teleogryllus_oceanicus","Teleogryllus","Teleogryllus_commodus","Teleogryllus_oceanicus","Teleogryllus_commodus_Teleogryllus_oceanicus","Yes","sound",52.1,6.8,NA,60.4,6.1,NA,57.5,6.5,NA,66.8,6.7,NA,"12","12","12","12","12","12","12","12",5,10,10,5,489,807,712,290,-0.368250831837725,"Viable","Overlap","The Australian crickets (Orthoptera: Gryllidae)","Orthoptera","Castillo Elio Rodrigo Dardo Andrea Marti and Claudio Juan Bidau. Sex and neo-sex chromosomes in Orthoptera: a review. Journal of Orthoptera Research (2010): 213-231.","X0","Male",2.3654540788991,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N of indv_N of songs. N of parental pairs: 12",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"insect"
"ES090",-0.287230499494288,0.180555555555556,"+",0.468320982069382,"Mother","s16","Bentrey&Hoy_1972","table1","Teleogryllus_commodus_Teleogryllus_oceanicus","Teleogryllus","Teleogryllus_commodus","Teleogryllus_oceanicus","Teleogryllus_commodus_Teleogryllus_oceanicus","Yes","sound",31.7,3.5,NA,36.7,5,NA,33,3.8,NA,41,1.8,NA,"12","12","12","12","12","12","12","12",5,10,10,5,1840,2450,2833,740,-0.354844745773553,"Viable","Overlap","The Australian crickets (Orthoptera: Gryllidae)","Orthoptera","Castillo Elio Rodrigo Dardo Andrea Marti and Claudio Juan Bidau. Sex and neo-sex chromosomes in Orthoptera: a review. Journal of Orthoptera Research (2010): 213-231.","X0","Male",2.3654540788991,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N of indv_N of songs. N of parental pairs: 12",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"insect"
"ES091",0.334975774108637,0.180555555555556,"+",0.468320982069382,"Mother","s16","Bentrey&Hoy_1972","table1","Teleogryllus_commodus_Teleogryllus_oceanicus","Teleogryllus","Teleogryllus_commodus","Teleogryllus_oceanicus","Teleogryllus_commodus_Teleogryllus_oceanicus","Yes","sound",160.9,50.6,NA,154,38.8,NA,136.9,23.6,NA,122.8,14.1,NA,"12","12","12","12","12","12","12","12",5,10,10,5,119,693,857,813,-0.334897445569849,"Viable","Overlap","The Australian crickets (Orthoptera: Gryllidae)","Orthoptera","Castillo Elio Rodrigo Dardo Andrea Marti and Claudio Juan Bidau. Sex and neo-sex chromosomes in Orthoptera: a review. Journal of Orthoptera Research (2010): 213-231.","X0","Male",2.3654540788991,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N of indv_N of songs. N of parental pairs: 12",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"insect"
"ES092",0.320758872725351,0.180555555555556,"+",0.468320982069382,"Mother","s16","Bentrey&Hoy_1972","table1","Teleogryllus_commodus_Teleogryllus_oceanicus","Teleogryllus","Teleogryllus_commodus","Teleogryllus_oceanicus","Teleogryllus_commodus_Teleogryllus_oceanicus","Yes","sound",5.9,0.9,NA,4.9,0.7,NA,4.2,0.6,NA,4.8,0.9,NA,"12","12","12","12","12","12","12","12",5,10,10,5,100,100,100,100,-0.433151958215267,"Viable","Overlap","The Australian crickets (Orthoptera: Gryllidae)","Orthoptera","Castillo Elio Rodrigo Dardo Andrea Marti and Claudio Juan Bidau. Sex and neo-sex chromosomes in Orthoptera: a review. Journal of Orthoptera Research (2010): 213-231.","X0","Male",2.3654540788991,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N of indv_N of songs. N of parental pairs: 12",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"insect"
"ES093",1.04400408444258,0.180555555555556,"+",0.468320982069382,"Mother","s16","Bentrey&Hoy_1972","table1","Teleogryllus_commodus_Teleogryllus_oceanicus","Teleogryllus","Teleogryllus_commodus","Teleogryllus_oceanicus","Teleogryllus_commodus_Teleogryllus_oceanicus","Yes","sound",10.7,5.3,NA,4.9,2,NA,4.5,1.5,NA,2,0.1,NA,"12","12","12","12","12","12","12","12",5,10,10,5,147,200,194,250,1.82869985532955,"Viable","Overlap","The Australian crickets (Orthoptera: Gryllidae)","Orthoptera","Castillo Elio Rodrigo Dardo Andrea Marti and Claudio Juan Bidau. Sex and neo-sex chromosomes in Orthoptera: a review. Journal of Orthoptera Research (2010): 213-231.","X0","Male",2.3654540788991,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N of indv_N of songs. N of parental pairs: 12",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"insect"
"ES094",0.863687741875759,0.180555555555556,"+",0.468320982069382,"Mother","s16","Bentrey&Hoy_1972","table1","Teleogryllus_commodus_Teleogryllus_oceanicus","Teleogryllus","Teleogryllus_commodus","Teleogryllus_oceanicus","Teleogryllus_commodus_Teleogryllus_oceanicus","Yes","sound",21.5,10.4,NA,19.4,4.7,NA,18.4,4.9,NA,20.9,3,NA,"12","12","12","12","12","12","12","12",5,10,10,5,34,37,28,38,-0.706944727063709,"Viable","Overlap","The Australian crickets (Orthoptera: Gryllidae)","Orthoptera","Castillo Elio Rodrigo Dardo Andrea Marti and Claudio Juan Bidau. Sex and neo-sex chromosomes in Orthoptera: a review. Journal of Orthoptera Research (2010): 213-231.","X0","Male",2.3654540788991,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N of indv_N of songs. N of parental pairs: 12",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"insect"
"ES095",0.902353567379548,0.180555555555556,"+",0.468320982069382,"Mother","s16","Bentrey&Hoy_1972","table1","Teleogryllus_commodus_Teleogryllus_oceanicus","Teleogryllus","Teleogryllus_oceanicus","Teleogryllus_commodus","Teleogryllus_commodus_Teleogryllus_oceanicus","Yes","sound",9.4,2.3,NA,4.2,1,NA,4.8,1.2,NA,2.3,1.2,NA,"12","12","12","12","12","12","12","12",5,10,10,5,100,100,100,100,1.41455507255155,"Viable","Overlap","The Australian crickets (Orthoptera: Gryllidae)","Orthoptera","Castillo Elio Rodrigo Dardo Andrea Marti and Claudio Juan Bidau. Sex and neo-sex chromosomes in Orthoptera: a review. Journal of Orthoptera Research (2010): 213-231.","X0","Male",2.3654540788991,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N of indv_N of songs. N of parental pairs: 12",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"insect"
"ES096",1.01944623366091,0.180555555555556,"+",0.468320982069382,"Mother","s16","Bentrey&Hoy_1972","table1","Teleogryllus_commodus_Teleogryllus_oceanicus","Teleogryllus","Teleogryllus_commodus","Teleogryllus_oceanicus","Teleogryllus_commodus_Teleogryllus_oceanicus","Yes","sound",41.7,18.1,NA,33,7,NA,37.5,5.3,NA,28.5,2.4,NA,"12","12","12","12","12","12","12","12",5,10,10,5,102,70,105,77,-0.165160145030655,"Viable","Overlap","The Australian crickets (Orthoptera: Gryllidae)","Orthoptera","Castillo Elio Rodrigo Dardo Andrea Marti and Claudio Juan Bidau. Sex and neo-sex chromosomes in Orthoptera: a review. Journal of Orthoptera Research (2010): 213-231.","X0","Male",2.3654540788991,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N of indv_N of songs. N of parental pairs: 12",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"insect"
"ES101",0.0561822545733975,0.0344827586206897,"+",0.234160491034691,"Mother","s18","Monti et al_2001","table1","Spodoptera_descoinsi_Spodoptera_latifascia","Spodoptera","Spodoptera_latifascia","Spodoptera_descoinsi","Spodoptera_descoinsi_Spodoptera_latifascia","Yes","morphology",1117,70.47,NA,1080.83,66.62,NA,1097,42.52,NA,977.93,56.86,NA,"<15","<15","<15","<15","<15","<15","<15","<15",30,30,30,30,NA,NA,NA,NA,-0.545990368732996,"Viable","Overlap","original paper","Lepidoptera","Traut W. K. Sahara and F. Marec. Sex chromosomes and sex determination in Lepidoptera. Sexual Development 1.6 (2007): 332-346.","ZW/Z0","Female",-0.215855463831597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"insect"
"ES102",1.40184409099467,0.666666666666667,"+",0.740480489693061,"Mother","s19","Musolf et al_2015","S2","musculus.1","Mus","Mus_musculus_domesticus","Mus_musculus_musculus","Mus_musculus_domesticus_Mus_musculus_musculus","Yes","sound",0.035,0.0120277457017791,NA,0.0345,0.00212132034355964,NA,NA,NA,NA,0.0381666666666667,0.0110529030877262,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,NA,6,NA,NA,NA,NA,-0.617269903468662,"Inviable","Allopatry","original study","Rodentia","Ezaz Tariq et al. Relationships between vertebrate ZW and XY sex chromosome systems. Current Biology 16.17 (2006): R736-R743.","XY","Male",-0.3282330984112,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N of indv_genetic distance_first 20 sequences were used_respectively",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"no"
"ES103",2.74624936448926,0.666666666666667,"+",0.740480489693061,"Mother","s19","Musolf et al_2015","S2","musculus.1","Mus","Mus_musculus_domesticus","Mus_musculus_musculus","Mus_musculus_domesticus_Mus_musculus_musculus","Yes","sound",88243.236,13841.1853318188,NA,74950,636.396103067893,NA,NA,NA,NA,72556.187,12617.0280666415,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,NA,6,NA,NA,NA,NA,-0.449454466165065,"Inviable","Allopatry","original study","Rodentia","Ezaz Tariq et al. Relationships between vertebrate ZW and XY sex chromosome systems. Current Biology 16.17 (2006): R736-R743.","XY","Male",-0.3282330984112,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N of indv_genetic distance_first 20 sequences were used_respectively",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"no"
"ES104",2.6971387513862,0.666666666666667,"+",0.740480489693061,"Mother","s19","Musolf et al_2015","S2","musculus.1","Mus","Mus_musculus_domesticus","Mus_musculus_musculus","Mus_musculus_domesticus_Mus_musculus_musculus","Yes","sound",86607.43525,13818.4480690976,NA,73428.125,667.332024744804,NA,NA,NA,NA,69262.5583333333,11355.7727477618,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,NA,6,NA,NA,NA,NA,-0.40678538389659,"Inviable","Allopatry","original study","Rodentia","Ezaz Tariq et al. Relationships between vertebrate ZW and XY sex chromosome systems. Current Biology 16.17 (2006): R736-R743.","XY","Male",-0.3282330984112,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N of indv_genetic distance_first 20 sequences were used_respectively",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"no"
"ES105",5.25513374744005,0.666666666666667,"+",0.740480489693061,"Mother","s19","Musolf et al_2015","S2","musculus.1","Mus","Mus_musculus_domesticus","Mus_musculus_musculus","Mus_musculus_domesticus_Mus_musculus_musculus","Yes","sound",91795.0325,12995.6534045651,NA,77565.625,48.6135912065751,NA,NA,NA,NA,78189.151,12300.4108540514,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,NA,6,NA,NA,NA,NA,-0.503754702253443,"Inviable","Allopatry","original study","Rodentia","Ezaz Tariq et al. Relationships between vertebrate ZW and XY sex chromosome systems. Current Biology 16.17 (2006): R736-R743.","XY","Male",-0.3282330984112,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N of indv_genetic distance_first 20 sequences were used_respectively",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"no"
"ES107",-0.774767557617522,0.666666666666667,"+",0.740480489693061,"Mother","s19","Musolf et al_2015","S2","musculus.1","Mus","Mus_musculus_domesticus","Mus_musculus_musculus","Mus_musculus_domesticus_Mus_musculus_musculus","Yes","sound",0.20575,0.0209184926161837,NA,0.193,0.032526911934581,NA,NA,NA,NA,0.2135,0.0154369686143362,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,NA,6,NA,NA,NA,NA,-0.69360944049403,"Inviable","Allopatry","original study","Rodentia","Ezaz Tariq et al. Relationships between vertebrate ZW and XY sex chromosome systems. Current Biology 16.17 (2006): R736-R743.","XY","Male",-0.3282330984112,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N of indv_genetic distance_first 20 sequences were used_respectively",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"no"
"ES111",-0.874763082464443,0.666666666666667,"+",0.740480489693061,"Mother","s19","Musolf et al_2015","S2","musculus.1","Mus","Mus_musculus_domesticus","Mus_musculus_musculus","Mus_musculus_domesticus_Mus_musculus_musculus","Yes","sound",4737.12125,658.362419241045,NA,4400,1131.37084989848,NA,NA,NA,NA,4521.83383333333,641.038901793146,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,NA,6,NA,NA,NA,NA,-0.678942683988385,"Inviable","Allopatry","original study","Rodentia","Ezaz Tariq et al. Relationships between vertebrate ZW and XY sex chromosome systems. Current Biology 16.17 (2006): R736-R743.","XY","Male",-0.3282330984112,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N of indv_genetic distance_first 20 sequences were used_respectively",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"no"
"ES112",-1.09352805914197,0.666666666666667,"+",0.740480489693061,"Mother","s19","Musolf et al_2015","S2","musculus.1","Mus","Mus_musculus_domesticus","Mus_musculus_musculus","Mus_musculus_domesticus_Mus_musculus_musculus","Yes","sound",0.20875,0.0171925371406705,NA,0.203,0.0367695526217004,NA,NA,NA,NA,0.209166666666667,0.0126398839657121,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,NA,6,NA,NA,NA,NA,-0.747405963204569,"Inviable","Allopatry","original study","Rodentia","Ezaz Tariq et al. Relationships between vertebrate ZW and XY sex chromosome systems. Current Biology 16.17 (2006): R736-R743.","XY","Male",-0.3282330984112,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N of indv_genetic distance_first 20 sequences were used_respectively",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"no"
"ES115",0.773728762253367,0.666666666666667,"+",0.740480489693061,"Mother","s19","Musolf et al_2015","S2","musculus.1","Mus","Mus_musculus_domesticus","Mus_musculus_musculus","Mus_musculus_domesticus_Mus_musculus_musculus","Yes","sound",90638.4525,8209.64447164254,NA,95231.25,2713.52227280338,NA,NA,NA,NA,71257.7506666667,7370.4746510776,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,NA,6,NA,NA,NA,NA,-0.380497247167941,"Inviable","Allopatry","original study","Rodentia","Ezaz Tariq et al. Relationships between vertebrate ZW and XY sex chromosome systems. Current Biology 16.17 (2006): R736-R743.","XY","Male",-0.3282330984112,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N of indv_genetic distance_first 20 sequences were used_respectively",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"no"
"ES117",-1.31067936451311,0.666666666666667,"+",0.740480489693061,"Mother","s19","Musolf et al_2015","S2","musculus.1","Mus","Mus_musculus_domesticus","Mus_musculus_musculus","Mus_musculus_domesticus_Mus_musculus_musculus","Yes","sound",0.22525,0.0343256463886699,NA,0.1705,0.0912167747730646,NA,NA,NA,NA,0.209166666666667,0.0341433253604078,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,NA,6,NA,NA,NA,NA,-0.636547159153637,"Inviable","Allopatry","original study","Rodentia","Ezaz Tariq et al. Relationships between vertebrate ZW and XY sex chromosome systems. Current Biology 16.17 (2006): R736-R743.","XY","Male",-0.3282330984112,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N of indv_genetic distance_first 20 sequences were used_respectively",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"no"
"ES123",0.181985379927588,0.666666666666667,"+",0.740480489693061,"Mother","s19","Musolf et al_2015","S2","musculus.1","Mus","Mus_musculus_domesticus","Mus_musculus_musculus","Mus_musculus_domesticus_Mus_musculus_musculus","Yes","sound",1.90984863759825,1.80185506462209,NA,0.438926993660947,1.07626639748604,NA,NA,NA,NA,0.452733561976195,1.26035552844578,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,NA,6,NA,NA,NA,NA,1.4632672744981,"Inviable","Allopatry","original study","Rodentia","Ezaz Tariq et al. Relationships between vertebrate ZW and XY sex chromosome systems. Current Biology 16.17 (2006): R736-R743.","XY","Male",-0.3282330984112,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N of indv_genetic distance_first 20 sequences were used_respectively",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"no"
"ES125",-1.19440210161572,0.666666666666667,"+",0.740480489693061,"Mother","s19","Musolf et al_2015","S2","musculus.1","Mus","Mus_musculus_domesticus","Mus_musculus_musculus","Mus_musculus_domesticus_Mus_musculus_musculus","Yes","sound",0.487438691998915,1.15387388432275,NA,-0.673017371172765,2.72970527287205,NA,NA,NA,NA,0.55596592608489,0.647694442625577,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,NA,6,NA,NA,NA,NA,-0.54817603443526,"Inviable","Allopatry","original study","Rodentia","Ezaz Tariq et al. Relationships between vertebrate ZW and XY sex chromosome systems. Current Biology 16.17 (2006): R736-R743.","XY","Male",-0.3282330984112,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N of indv_genetic distance_first 20 sequences were used_respectively",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"no"
"ES148",0.0747208567530093,0.291666666666667,"+",0.604599788078073,"Mother","s19","Musolf et al_2015","S2","musculus.1","Mus","Mus_musculus_domesticus","Mus_musculus_musculus","Mus_musculus_domesticus_Mus_musculus_musculus","Yes","sound",0.026,0.0116619037896906,NA,0.0376,0.0112827301660547,NA,NA,NA,NA,0.0354444444444444,0.00974821921059319,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,NA,9,NA,NA,NA,NA,-0.273929829871713,"Inviable","Allopatry","original study","Rodentia","Ezaz Tariq et al. Relationships between vertebrate ZW and XY sex chromosome systems. Current Biology 16.17 (2006): R736-R743.","XY","Male",-0.3282330984112,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N of indv_genetic distance_first 20 sequences were used_respectively",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"no"
