"ES.ID","yi","vi","direction","SE","parental","Study.ID","Cross.ID","File","Source","Study.name","Genus","spL.name","spS.name","species.pair","Female.pref","homologous","trait.type","trait","Mn.spL","SD.spL","SE.spL","Mn.hybLS","SD.hybLS","SE.hybLS","Mn.hybSL","SD.hybSL","SE.hybSL","Mn.spS","SD.spS","SE.spS","Parents.spLF.spL","Parents.spLM.spL","Parents.spLF.hybLS","Parents.spLM.hybSL","Parents.spSF.hybSL","Parents.spSM.hybLS","Parents.spSF.spS","Parents.spSM.spS","N.spL","N.hybLS","N.hybSL","N.spS","reps.spL","reps.hybLS","reps.hybSL","reps.spS","Bottleneck.spLF","Bottleneck.spLM","Bottleneck.spSF","Bottleneck.spSM","pheno.div.diff","pheno.div.ratio","reciprocal","distribution","source_distribution","taxa","souce_sex.determinaton","sex.determination","hetero.sex","divergence.cytb","divergence.COI","Survival.spL","Survival.hybLS","Survival.hybSL","Survival.spS","surv.relat.hybLS","surv.relat.hybSL","surv.File","surv.Source","surv.Study.name","comments","parentals","sq.divergence.COI"
"ES029",0.336030129548626,0.054780098387581,"+",0.290440343567666,"Mother","s002","parallelus_localityB","ButlinHewitt_BiolJLinnSoc.1988","Fig1","Butlin&Hewitt_1988","Chorthippus","Chorthippus_parallelus_erythropus","Chorthippus_parallelus_parallelus","Chorthippus_parallelus_erythropus_Chorthippus_parallelus_parallelus",NA,"Yes","morphology","RL",4.01428571428572,0.279941684889506,NA,3.91111111111111,0.194047213295255,NA,3.7,0.244948974278318,NA,3.44814814814815,0.228311629739592,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,18,16,27,NA,NA,NA,NA,NA,NA,NA,NA,-0.637122726497505,-0.449804244917504,"Viable","Overlap","original study","Orthoptera","Castillo Elio Rodrigo Dardo Andrea Marti and Claudio Juan Bidau. Sex and neo-sex chromosomes in Orthoptera: a review. Journal of Orthoptera Research (2010): 213-231.","X0","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ES030",0.174163856207368,0.0714386229387763,"+",0.315741941699828,"Mother","s002","parallelus_localityA","ButlinHewitt_BiolJLinnSoc.1988","Fig1","Butlin&Hewitt_1988","Chorthippus","Chorthippus_parallelus_erythropus","Chorthippus_parallelus_parallelus","Chorthippus_parallelus_erythropus_Chorthippus_parallelus_parallelus",NA,"Yes","morphology","NP",146.428571428571,14.2380156073581,NA,133.333333333333,10.6718737290547,NA,119.285714285714,9.03507902905251,NA,112.142857142857,10.3015750727543,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,12,14,27,NA,NA,NA,NA,NA,NA,NA,NA,-0.632101199885475,-0.272907817284437,"Viable","Overlap","original study","Orthoptera","Castillo Elio Rodrigo Dardo Andrea Marti and Claudio Juan Bidau. Sex and neo-sex chromosomes in Orthoptera: a review. Journal of Orthoptera Research (2010): 213-231.","X0","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ES031",-0.30409369040587,0.120473240805083,"+",0.378203311650393,"Mother","s002","parallelus_localityB","ButlinHewitt_BiolJLinnSoc.1988","Fig1","Butlin&Hewitt_1988","Chorthippus","Chorthippus_parallelus_parallelus","Chorthippus_parallelus_erythropus","Chorthippus_parallelus_erythropus_Chorthippus_parallelus_parallelus",NA,"Yes","morphology","NP",94.2592592592593,11.1971973761711,NA,106.25,17.9843682124227,NA,126.5,9.63068014212911,NA,146.428571428571,14.2380156073581,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,16,20,21,NA,NA,NA,NA,NA,NA,NA,NA,-0.629437970645139,-0.00507888709504025,"Viable","Overlap","original study","Orthoptera","Castillo Elio Rodrigo Dardo Andrea Marti and Claudio Juan Bidau. Sex and neo-sex chromosomes in Orthoptera: a review. Journal of Orthoptera Research (2010): 213-231.","X0","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ES032",0.678121028902224,0.178826542210616,"+",0.453449841058554,"Mother","s002","parallelus_localityA","ButlinHewitt_BiolJLinnSoc.1988","Fig1","Butlin&Hewitt_1988","Chorthippus","Chorthippus_parallelus_parallelus","Chorthippus_parallelus_erythropus","Chorthippus_parallelus_erythropus_Chorthippus_parallelus_parallelus",NA,"Yes","morphology","PD",30.2,3.91918358845308,NA,31.3636363636364,2.22680885707562,NA,34.3333333333333,2.10818510677892,NA,36.5294117647059,3.10819877967598,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,11,9,17,NA,NA,NA,NA,NA,NA,NA,NA,-0.636264458465222,-0.390828979997368,"Viable","Overlap","original study","Orthoptera","Castillo Elio Rodrigo Dardo Andrea Marti and Claudio Juan Bidau. Sex and neo-sex chromosomes in Orthoptera: a review. Journal of Orthoptera Research (2010): 213-231.","X0","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ES033",0.267764713073878,0.0631751666744576,"+",0.31106402469855,"Mother","s002","parallelus_localityB","ButlinHewitt_BiolJLinnSoc.1988","Fig1","Butlin&Hewitt_1988","Chorthippus","Chorthippus_parallelus_erythropus","Chorthippus_parallelus_parallelus","Chorthippus_parallelus_erythropus_Chorthippus_parallelus_parallelus",NA,"Yes","morphology","PD",36.5294117647059,3.10819877967598,NA,32.5294117647059,2.11764705882353,NA,29.3333333333333,3.54338193757822,NA,27.2222222222222,1.87247772737252,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,17,12,18,NA,NA,NA,NA,NA,NA,NA,NA,-0.635821007158576,-0.230789016435789,"Viable","Overlap","original study","Orthoptera","Castillo Elio Rodrigo Dardo Andrea Marti and Claudio Juan Bidau. Sex and neo-sex chromosomes in Orthoptera: a review. Journal of Orthoptera Research (2010): 213-231.","X0","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ES034",0.343858133088988,0.0531988585925489,"+",0.286786860477274,"Mother","s003","Drosophila_heteroneura_Drosophila_silvestris","Carson_1994.PNAS","table4","Carson.et.al_1994","Drosophila","Drosophila_silvestris","Drosophila_heteroneura","Drosophila_heteroneura_Drosophila_silvestris",NA,"Yes","morphology","Number of tibial cilia on male foreleg",72.85,6.33,NA,59.57,3.67,NA,45.15,2.76,NA,37.25,1.65,NA,35,35,35,35,35,35,35,35,20,20,20,20,NA,NA,NA,NA,NA,NA,NA,NA,-0.631905476174439,0.349913060025823,"Viable","Overlap","Drosophila heteroneura and Drosophila silvestris: Head Shapes, Behavior and Evolution","Diptera","Vicoso Beatriz and Doris Bachtrog. Numerous transitions of sex chromosomes in Diptera. PLoS biology 13.4 (2015): e1002078.","XY","Male",NA,-2.04575749056068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.89897923833787
"ES038",0.427398085538049,0.0354211856457188,"+",0.234160491034691,"Mother","s004","BGxSPD(wildtype)","Coyne_1983.Drosophila.Evolution","table3","Coyne_1983","Drosophila","Drosophila_mauritiana","Drosophila_simulans","Drosophila_mauritiana_Drosophila_simulans",NA,"Yes","morphology","GA",1442,202.657346276911,37,5139,471.041399454443,86,5400,651.789843431148,119,12050,1007.80950580951,184,3,3,20,20,20,20,3,3,30,30,30,30,NA,NA,NA,NA,NA,NA,NA,NA,0.942538604026759,2.58887991998443,"Viable","Allopatry","original study","Diptera","Vicoso Beatriz and Doris Bachtrog. Numerous transitions of sex chromosomes in Diptera. PLoS biology 13.4 (2015): e1002078.","XY","Male",NA,-1.72124639904717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.35407614182036
"ES039",0.0730251350148897,0.0345176926410986,"+",0.234160491034691,"Mother","s004","BGxSPD(wildtype)","Coyne_1983.Drosophila.Evolution","table3","Coyne_1983","Drosophila","Drosophila_mauritiana","Drosophila_simulans","Drosophila_mauritiana_Drosophila_simulans",NA,"Yes","morphology","WL",462,10.9544511501033,2,497,10.9544511501033,2,487,10.9544511501033,2,1263,27.3861278752583,5,3,3,20,20,20,20,3,3,30,30,30,30,NA,NA,NA,NA,NA,NA,NA,NA,-0.517921943676048,0.866269964937692,"Viable","Allopatry","original study","Diptera","Vicoso Beatriz and Doris Bachtrog. Numerous transitions of sex chromosomes in Diptera. PLoS biology 13.4 (2015): e1002078.","XY","Male",NA,-1.72124639904717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.35407614182036
"ES040",0.388223301673658,0.0354426782835321,"+",0.234160491034691,"Mother","s004","BGxSPD(wildtype)","Coyne_1983.Drosophila.Evolution","table3","Coyne_1983","Drosophila","Drosophila_mauritiana","Drosophila_simulans","Drosophila_mauritiana_Drosophila_simulans",NA,"Yes","morphology","GA/WL",3.12,0.438178046004133,0.08,10.35,0.985900603509299,0.18,11.09,1.25976188226188,0.23,9.538,0.755857129357129,0.138,3,3,20,20,20,20,3,3,30,30,30,30,NA,NA,NA,NA,NA,NA,NA,NA,-0.636251265886183,1.03858530154965,"Viable","Allopatry","original study","Diptera","Vicoso Beatriz and Doris Bachtrog. Numerous transitions of sex chromosomes in Diptera. PLoS biology 13.4 (2015): e1002078.","XY","Male",NA,-1.72124639904717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.35407614182036
"ES041",0.0505686041608926,0.00509562285762257,"+",0.0906899682117109,"Mother","s005","BGxOxnard","Coyne_1985.Drosophila.GenetRes","table1&2","Coyne_1985","Drosophila","Drosophila_simulans","Drosophila_mauritiana","Drosophila_mauritiana_Drosophila_simulans",NA,"Yes","morphology","Sex comb tooth number",9.86,0.848528137423857,0.06,12.1,0.989949493661167,0.07,12.33,1.01488915650922,0.1,14.31,1.13137084989848,0.08,NA,NA,NA,NA,NA,NA,NA,NA,200,200,103,200,NA,NA,NA,NA,NA,NA,NA,NA,-0.636544340869142,-0.109938708812001,"Viable","Allopatry","original study","Diptera","Vicoso Beatriz and Doris Bachtrog. Numerous transitions of sex chromosomes in Diptera. PLoS biology 13.4 (2015): e1002078.","XY","Male",NA,-1.72124639904717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.35407614182036
"ES044",2.26914421667815,0.0778272741603528,"+",0.298186778655206,"Mother","s006","FC","Coyne_1996.Male.CHC.Genetics","table1","Coyne_1986","Drosophila","Drosophila_simulans","Drosophila_sechellia","Drosophila_sechellia_Drosophila_simulans",NA,"Yes","morphology","6Tratio",0.049,0.0305122926047847,0.007,0.264,0.0169705627484771,0.004,NA,NA,NA,0.779,0.0169705627484771,0.004,NA,NA,8,8,NA,NA,NA,NA,19,18,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,-0.637098324068637,3.58042733837292,"Inviable","Allopatry","original study","Diptera","Vicoso Beatriz and Doris Bachtrog. Numerous transitions of sex chromosomes in Diptera. PLoS biology 13.4 (2015): e1002078.","XY","Male",-1.76955107862173,-1.38721614328026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0536306587161399
"ES045",1.48815714673396,0.0698802498992553,"+",0.31106402469855,"Mother","s006","f^2","Coyne_1996.Male.CHC.Genetics","table1","Coyne_1986","Drosophila","Drosophila_simulans","Drosophila_sechellia","Drosophila_sechellia_Drosophila_simulans",NA,"Yes","morphology","6T",17.9,6.18465843842649,1.5,142.7,11.1323851891677,2.7,NA,NA,NA,176,44.5477272147525,10.5,NA,NA,8,8,NA,NA,NA,NA,17,17,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,-0.61366274984696,2.83963489865317,"Inviable","Allopatry","original study","Diptera","Vicoso Beatriz and Doris Bachtrog. Numerous transitions of sex chromosomes in Diptera. PLoS biology 13.4 (2015): e1002078.","XY","Male",-1.76955107862173,-1.38721614328026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0536306587161399
"ES047",1.49570914710576,0.0684074659275475,"+",0.31106402469855,"Mother","s006","f^2","Coyne_1996.Male.CHC.Genetics","table1","Coyne_1986","Drosophila","Drosophila_simulans","Drosophila_sechellia","Drosophila_sechellia_Drosophila_simulans",NA,"Yes","morphology","6Tratio",0.04,0.012369316876853,0.003,0.238,0.0164924225024706,0.004,NA,NA,NA,0.779,0.0169705627484771,0.004,NA,NA,8,8,NA,NA,NA,NA,17,17,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,-0.637096983786703,3.89329873729107,"Inviable","Allopatry","original study","Diptera","Vicoso Beatriz and Doris Bachtrog. Numerous transitions of sex chromosomes in Diptera. PLoS biology 13.4 (2015): e1002078.","XY","Male",-1.76955107862173,-1.38721614328026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0536306587161399
"ES048",0.438388199767772,0.0682925898944551,"+",0.286786860477274,"Mother","s006","RMdet","Coyne_1996.Male.CHC.Genetics","table1","Coyne_1986","Drosophila","Drosophila_simulans","Drosophila_sechellia","Drosophila_sechellia_Drosophila_simulans",NA,"Yes","morphology","6T",26.9,10.0697567001393,2.6,142.8,35,7,NA,NA,NA,176,44.5477272147525,10.5,NA,NA,8,8,NA,NA,NA,NA,15,25,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,-0.615003031781224,2.21166607991775,"Inviable","Allopatry","original study","Diptera","Vicoso Beatriz and Doris Bachtrog. Numerous transitions of sex chromosomes in Diptera. PLoS biology 13.4 (2015): e1002078.","XY","Male",-1.76955107862173,-1.38721614328026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0536306587161399
"ES049",0.755097824866594,0.0667726895620529,"+",0.286786860477274,"Mother","s006","RMdet","Coyne_1996.Male.CHC.Genetics","table1","Coyne_1986","Drosophila","Drosophila_simulans","Drosophila_sechellia","Drosophila_sechellia_Drosophila_simulans",NA,"Yes","morphology","7T",541.9,199.071343995061,51.4,385.2,67.5,13.5,NA,NA,NA,49.3,12.3036579926459,2.9,NA,NA,8,8,NA,NA,NA,NA,15,25,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,-0.563848937956821,3.01149317504398,"Inviable","Allopatry","original study","Diptera","Vicoso Beatriz and Doris Bachtrog. Numerous transitions of sex chromosomes in Diptera. PLoS biology 13.4 (2015): e1002078.","XY","Male",-1.76955107862173,-1.38721614328026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0536306587161399
"ES050",-0.568292155521233,0.0575763418964257,"+",0.286786860477274,"Mother","s006","RMdet","Coyne_1996.Male.CHC.Genetics","table1","Coyne_1986","Drosophila","Drosophila_simulans","Drosophila_sechellia","Drosophila_sechellia_Drosophila_simulans",NA,"Yes","morphology","6Tratio",0.048,0.00348568501158668,0.0009,0.269,0.035,0.007,NA,NA,NA,0.779,0.0169705627484771,0.004,NA,NA,8,8,NA,NA,NA,NA,15,25,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,-0.637098175148422,3.61221583941966,"Inviable","Allopatry","original study","Diptera","Vicoso Beatriz and Doris Bachtrog. Numerous transitions of sex chromosomes in Diptera. PLoS biology 13.4 (2015): e1002078.","XY","Male",-1.76955107862173,-1.38721614328026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0536306587161399
"ES053",-0.719809125533108,0.0574015655747204,"+",0.286786860477274,"Mother","s006","RM","Coyne_1996.Male.CHC.Genetics","table1","Coyne_1986","Drosophila","Drosophila_simulans","Drosophila_sechellia","Drosophila_sechellia_Drosophila_simulans",NA,"Yes","morphology","6Tratio",0.039,0.00232379000772445,0.0006,0.322,0.04,0.008,NA,NA,NA,0.779,0.0169705627484771,0.004,NA,NA,8,8,NA,NA,NA,NA,15,25,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,-0.637096834866488,3.93233088994003,"Inviable","Allopatry","original study","Diptera","Vicoso Beatriz and Doris Bachtrog. Numerous transitions of sex chromosomes in Diptera. PLoS biology 13.4 (2015): e1002078.","XY","Male",-1.76955107862173,-1.38721614328026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0536306587161399
"ES054",-0.118479161456941,0.0290723479101154,"+",0.212289158373585,"Mother","s008","pn_j_irX85","Coyne_1991.sexualmorphol","table4","Coyne.et.al_1991","Drosophila","Drosophila_mauritiana","Drosophila_sechellia","Drosophila_mauritiana_Drosophila_sechellia",NA,"Yes","morphology","Genital area",1.746,0.21,0.035,3.323,0.450124427242068,0.074,3.104,0.371048514348191,0.061,5.311,0.523117577605647,0.086,NA,NA,NA,NA,NA,NA,NA,NA,36,37,37,37,NA,NA,NA,NA,NA,NA,NA,NA,-0.636676135259344,1.03087973989085,"Viable","Allopatry","original study","Diptera","Vicoso Beatriz and Doris Bachtrog. Numerous transitions of sex chromosomes in Diptera. PLoS biology 13.4 (2015): e1002078.","XY","Male",NA,-1.48148606012211,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0.111661917187835
"ES055",0.0376613546363104,0.0278566417458851,"+",0.210849893247268,"Mother","s008","pn_j_irX85","Coyne_1991.sexualmorphol","table4","Coyne.et.al_1991","Drosophila","Drosophila_sechellia","Drosophila_mauritiana","Drosophila_mauritiana_Drosophila_sechellia",NA,"Yes","morphology","Tibia length",0.469,0.0182482875908947,0.003,0.487,0.0182482875908947,0.003,0.474,0.0121655250605964,0.002,0.441,0.012,0.002,NA,NA,NA,NA,NA,NA,NA,NA,37,37,37,36,NA,NA,NA,NA,NA,NA,NA,NA,-0.63720286605951,-0.589271812197234,"Viable","Allopatry","original study","Diptera","Vicoso Beatriz and Doris Bachtrog. Numerous transitions of sex chromosomes in Diptera. PLoS biology 13.4 (2015): e1002078.","XY","Male",NA,-1.48148606012211,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.111661917187835
"ES057",0.139780943925541,0.0288841736243874,"+",0.200300631785971,"Mother","s009","Haplochromis_burtoni_Haplochromis_nubilus","Crapona.Cichlid.Sexual.1984","table4","Crapon&Fritzsch_1984","Haplochromis","Haplochromis_burtoni","Haplochromis_nubilus","Haplochromis_burtoni_Haplochromis_nubilus",NA,"Yes","morphology","egg dummy number",6.7,1.8,NA,4.3,1,NA,NA,NA,NA,2.5,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,34,NA,58,NA,NA,NA,NA,NA,NA,NA,NA,-0.636581570922871,0.835646749227894,"Inviable","Allopatry","original study","Cichliformes",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ES058",0.326843918675268,0.0324008894070716,"+",0.200300631785971,"Mother","s009","Haplochromis_burtoni_Haplochromis_nubilus","Crapona.Cichlid.Sexual.1984","table4","Crapon&Fritzsch_1984","Haplochromis","Haplochromis_burtoni","Haplochromis_nubilus","Haplochromis_burtoni_Haplochromis_nubilus",NA,"Yes","morphology","egg dummy position",1.4,0.6,NA,3.9,1.2,NA,NA,NA,NA,5.4,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,34,NA,58,NA,NA,NA,NA,NA,NA,NA,NA,-0.636611354965855,1.39699053072582,"Inviable","Allopatry","original study","Cichliformes",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ES059",1.50256779533219,0.0994893629269093,"+",0.224974122740866,"Mother","s010","Coturnix_coturnix_coturnix_Coturnix_japonica","Deregnaucourt_Quail.song","table2","Deregnaucourt_2010","Coturnix","Coturnix_japonica","Coturnix_coturnix_coturnix","Coturnix_coturnix_coturnix_Coturnix_japonica",NA,"Yes","sound","S2",59,79.3725393319377,15,182,54.744862772684,9,168,59.2368128784795,11,172,86.6833317310773,17,NA,NA,15,15,8,8,NA,NA,28,37,29,26,NA,NA,NA,NA,NA,NA,NA,NA,-0.620379051539771,0.965364718121537,"Viable","Allopatry","original study","Aves","Ezaz Tariq et al. Relationships between vertebrate ZW and XY sex chromosome systems. Current Biology 16.17 (2006): R736-R743.","ZW","Female",-1.74472749489669,-1.74472749489669,NA,0.32175,0.38592,0.347634,-0.0773753557103908,0.104479891912139,"Deregnaucourt_2002_Quail","table2&3",NA,NA,NA,0.385135517144125
"ES060",-1.19512180017965,0.350057944832432,"+",0.604599788078073,"Mother","s11","Hyla_chrysoscelis_Hyla_femoralis","Doherty.Frog.Song.1984","fig4","Doherty & Gerhardt 1984","Hyla","Hyla_femoralis","Hyla_chrysoscelis","Hyla_chrysoscelis_Hyla_femoralis","y","Yes","sound","pulse/call",4.242,0.622576902880277,NA,20.0000000000001,9.30232558139537,NA,15.3488372093024,4.18604651162792,NA,29.3023255813954,3.25581395348831,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,5,5,NA,NA,NA,NA,NA,NA,NA,NA,-0.633475046754026,2.29534012989663,"Viable","Overlap","original study","Anura","Miura I. The late replication banding patterns of chromosomes are highly conserved in the genera Rana Hyla and Bufo (Amphibia: Anura). Chromosoma 103.8 (1995): 567-574.","XY","Male",-1.50863830616573,-0.00700490156865849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.61348929650013
"ES061",-0.998528830111123,0.287213962223855,"+",0.573573720954548,"Mother","s11","Hyla_chrysoscelis_Hyla_femoralis","Doherty.Frog.Song.1984","fig4","Doherty & Gerhardt 1984","Hyla","Hyla_femoralis","Hyla_chrysoscelis","Hyla_chrysoscelis_Hyla_femoralis","y","Yes","sound","pulse duration",48.5106382978724,7.23404255319147,NA,17.872340425532,7.23404255319147,NA,17.0212765957448,8.5106382978723,NA,15.3191489361703,1.2765957446808,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,6,6,NA,NA,NA,NA,NA,NA,NA,NA,-0.632264152096328,1.09289694180232,"Viable","Overlap","original study","Anura","Miura I. The late replication banding patterns of chromosomes are highly conserved in the genera Rana Hyla and Bufo (Amphibia: Anura). Chromosoma 103.8 (1995): 567-574.","XY","Male",-1.50863830616573,-0.00700490156865849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.61348929650013
"ES062",-0.666713923491788,0.343633329395085,"+",0.573573720954548,"Mother","s11","Hyla_chrysoscelis_Hyla_femoralis","Doherty.Frog.Song.1984","fig4","Doherty & Gerhardt 1984","Hyla","Hyla_femoralis","Hyla_chrysoscelis","Hyla_chrysoscelis_Hyla_femoralis","y","Yes","sound","pulse rise",1.36752136752137,0.427350427350429,NA,1.96581196581197,1.1965811965812,NA,2.3931623931624,1.88034188034188,NA,7.60683760683761,1.19658119658119,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,6,6,NA,NA,NA,NA,NA,NA,NA,NA,-0.636277875510226,1.96143465866185,"Viable","Overlap","original study","Anura","Miura I. The late replication banding patterns of chromosomes are highly conserved in the genera Rana Hyla and Bufo (Amphibia: Anura). Chromosoma 103.8 (1995): 567-574.","XY","Male",-1.50863830616573,-0.00700490156865849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.61348929650013
"ES063",-0.0822380982369755,0.305581007913369,"+",0.573573720954548,"Mother","s11","Hyla_chrysoscelis_Hyla_femoralis","Doherty.Frog.Song.1984","fig4","Doherty & Gerhardt 1984","Hyla","Hyla_femoralis","Hyla_chrysoscelis","Hyla_chrysoscelis_Hyla_femoralis","y","Yes","sound","pulse decay",4.8,1.71428571428571,NA,8.4,3.25714285714286,NA,10.2857142857143,4.88571428571429,NA,7.71428571428572,2.05714285714286,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,6,NA,NA,NA,NA,NA,NA,NA,NA,-0.636773039770623,0.0472911642961864,"Viable","Overlap","original study","Anura","Miura I. The late replication banding patterns of chromosomes are highly conserved in the genera Rana Hyla and Bufo (Amphibia: Anura). Chromosoma 103.8 (1995): 567-574.","XY","Male",-1.50863830616573,-0.00700490156865849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.61348929650013
"ES064",0.669565722109453,0.28697979508898,"+",0.573573720954548,"Mother","s11","Hyla_chrysoscelis_Hyla_femoralis","Doherty.Frog.Song.1984","fig4","Doherty & Gerhardt 1984","Hyla","Hyla_femoralis","Hyla_chrysoscelis","Hyla_chrysoscelis_Hyla_femoralis","y","Yes","sound","pulse period",157.608695652174,60.3260869565217,NA,80.4347826086956,15.7608695652174,NA,78.2608695652174,23.9130434782609,NA,26.6304347826087,5.97826086956521,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,-0.61770172506722,2.05703930187259,"Viable","Overlap","original study","Anura","Miura I. The late replication banding patterns of chromosomes are highly conserved in the genera Rana Hyla and Bufo (Amphibia: Anura). Chromosoma 103.8 (1995): 567-574.","XY","Male",-1.50863830616573,-0.00700490156865849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.61348929650013
"ES065",0.00587597930806658,0.346568385800777,"+",0.641274915080932,"Mother","s12","Drosophila_persimilis_Drosophila_pseudoobscura","Ewing_1969.AnimBehav.Song","table2","Ewing_1969","Drosophila","Drosophila_persimilis","Drosophila_pseudoobscura","Drosophila_persimilis_Drosophila_pseudoobscura",NA,"Yes","sound","Mean HRR song pulse intervals in msec",66.8,10.9,NA,48.7,7.9,NA,56.8,7.3,NA,42.6,4.8,NA,NA,NA,25,25,25,25,NA,NA,4,4,4,4,386,273,268,281,NA,NA,NA,NA,-0.633603166624507,0.00935153734200211,"Viable","Overlap","original study","Diptera","Vicoso Beatriz and Doris Bachtrog. Numerous transitions of sex chromosomes in Diptera. PLoS biology 13.4 (2015): e1002078.","XY","Male",-0.0491485411114536,-2.22184874961636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.29903224706928
